LabWeek,Tot_Mosq_Abund,N_Pools,Tot_Mosq_Sampled,Mean_Mosq_Per_Pool,N_Pos_Pools,Prop_Pos_Pools,MIR,I_M,Inf_Mosq_Per_1000,Year,date,Date
42,1032,245,1032,4.024590163934426,1,0.004081632653061225,1.0141734901699988,8.176625819221739e-4,0.8176625819221739,2017,2017-08-27,2017-10-08
43,917,239,917,3.7394957983193287,0,0,0,0,0,2017,2017-09-03,2017-10-15
44,548,172,548,3.1860465116279064,0,0,0,0,0,2017,2017-09-10,2017-10-22
45,504,153,504,3.2941176470588234,0,0,0,0,0,2017,2017-09-17,2017-10-29
46,965,226,965,4.066666666666669,1,0.004424778761061947,1.088060351080806,8.865262168032961e-4,0.8865262168032961,2017,2017-09-24,2017-11-05
47,479,136,479,3.522058823529411,0,0,0,0,0,2017,2017-10-01,2017-11-12
48,843,172,843,4.000992063492068,0,0,0,0,0,2017,2017-10-08,2017-11-19
49,279,126,279,2.214285714285714,0,0,0,0,0,2017,2017-10-15,2017-11-26
50,282,116,280,2.413793103448276,0,0,0,0,0,2017,2017-10-22,2017-12-03
51,161,74,161,2.175675675675676,0,0,0,0,0,2017,2017-10-29,2017-12-10
